States,Year,Quarter,District,Registered_User_Counts
Madhya Pradesh,2022,1,Chhindwara District,528140
Madhya Pradesh,2022,1,Umaria District,103376
Madhya Pradesh,2022,1,Mandla District,166586
Madhya Pradesh,2022,1,Indore District,2291709
Madhya Pradesh,2022,1,Shahdol District,220235
Madhya Pradesh,2022,1,Ratlam District,413474
Madhya Pradesh,2022,1,Panna District,134571
Madhya Pradesh,2022,1,Chhatarpur District,341257
Madhya Pradesh,2022,2,Morena District,412027
Madhya Pradesh,2022,2,Alirajpur District,65571
Madhya Pradesh,2022,2,Sehore District,454731
Madhya Pradesh,2022,2,Rajgarh District,390496
Madhya Pradesh,2022,2,Khargone District,397821
Madhya Pradesh,2022,2,Satna District,516107
Madhya Pradesh,2022,2,Narsinghpur District,298700
Madhya Pradesh,2022,2,Jabalpur District,889518
Madhya Pradesh,2022,2,Hoshangabad District,387536
Madhya Pradesh,2022,2,Vidisha District,388442
Madhya Pradesh,2022,2,Balaghat District,391383
Madhya Pradesh,2022,2,Singrauli District,312534
Madhya Pradesh,2022,2,Betul District,399176
Madhya Pradesh,2022,2,Sidhi District,196329
Madhya Pradesh,2022,2,Datia District,150774
Madhya Pradesh,2022,2,Dewas District,501534
Madhya Pradesh,2022,2,Sheopur District,106402
Madhya Pradesh,2022,2,Neemuch District,253877
Madhya Pradesh,2022,2,Raisen District,383364
Madhya Pradesh,2022,2,Mandsaur District,400096
Madhya Pradesh,2022,2,Barwani District,194224
Madhya Pradesh,2022,2,Katni District,274971
